lambda_cc,gamma,grupo,sim_id_1,replica_1,sim_id_2,replica_2,distancia
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_000__20260531_145508_585546,0,sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,3.817382790207176
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_000__20260531_145508_585546,0,sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,3.5293247302066493
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_000__20260531_145508_585546,0,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,3.2118718485150732
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_000__20260531_145508_585546,0,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,3.2118718485150732
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_000__20260531_145508_585546,0,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,3.4610424190825344
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_000__20260531_145508_585546,0,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,5.191505371765419
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_000__20260531_145508_585546,0,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,3.17129860263366
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_000__20260531_145508_585546,0,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,2.5850184724793763
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_000__20260531_145508_585546,0,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,3.9604794412281277
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_000__20260531_145508_585546,0,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,3.2118718485150732
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,4.965641501214006
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,3.988672271487542
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,3.6121476955396727
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,2.7298106688849306
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_006__20260531_145652_967841,6,4.006134264015956
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_007__20260531_145708_218092,7,3.787627732693485
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_008__20260531_145723_506177,8,3.5031892812338943
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_009__20260531_145740_346805,9,3.052013090719692
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_010__20260531_145756_330985,10,3.5506284618405144
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_011__20260531_145813_552674,11,3.941671287776091
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_012__20260531_145830_437805,12,3.095227284501374
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_013__20260531_145845_979518,13,4.518327080010873
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_014__20260531_145902_520234,14,3.4287652330404192
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,4.0437591055834075
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,5.076473762910714
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,3.7991150733093613
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,4.560343664188389
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,3.960753337976179
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,2.758587513453995
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,3.63004028568213
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,3.872775052266529
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,3.872775052266529
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,3.8474922171405743
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,3.4287652330404192
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,4.197218710002201
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,5.049852124402242
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,4.748504523619162
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_001__20260531_145527_036433,1,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,3.872775052266529
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,4.366233965219823
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,5.125567778291403
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,4.023806893858702
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_006__20260531_145652_967841,6,4.683480948993439
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_007__20260531_145708_218092,7,3.885534455670336
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_008__20260531_145723_506177,8,3.2816302828053128
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_009__20260531_145740_346805,9,4.201073175381205
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_010__20260531_145756_330985,10,2.983281772825962
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_011__20260531_145813_552674,11,2.9066032202999437
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_012__20260531_145830_437805,12,4.577031996403686
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_013__20260531_145845_979518,13,2.9868998809194927
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_014__20260531_145902_520234,14,6.116694583983529
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,2.218042284715421
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,3.6932830362820126
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,5.3576919606535895
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,1.5547767086441817
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,3.213068996197761
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,4.960743108138831
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,2.9737111506090996
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,3.4736578819898254
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,3.4736578819898254
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,2.313496880468932
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,6.116694583983529
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,3.377020153571957
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,4.0971151355296
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,5.112327099243946
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_002__20260531_145543_733987,2,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,3.4736578819898254
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,2.9298271849125217
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,4.5689237019433415
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_006__20260531_145652_967841,6,3.76975032484704
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_007__20260531_145708_218092,7,3.782821344614222
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_008__20260531_145723_506177,8,3.3177186155410014
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_009__20260531_145740_346805,9,2.353863533478496
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_010__20260531_145756_330985,10,3.564789578895011
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_011__20260531_145813_552674,11,2.590475309635796
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_012__20260531_145830_437805,12,2.6312864612019835
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_013__20260531_145845_979518,13,4.598615770134826
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_014__20260531_145902_520234,14,4.200481904190335
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,2.7172578624687063
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,5.510645657133781
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,3.364248961673698
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,4.744955099217997
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,2.9801456682235457
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,3.1702454430278744
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,2.7034648585455203
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,3.2197619801996473
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,3.2197619801996473
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,3.492809864690158
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,4.200481904190335
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,3.878734665675218
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,3.0109569560060905
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,3.802399055106498
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_003__20260531_145600_741740,3,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,3.2197619801996473
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,3.790960782700424
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_006__20260531_145652_967841,6,3.0551016240376687
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_007__20260531_145708_218092,7,3.759995929807647
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_008__20260531_145723_506177,8,3.848831146308889
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_009__20260531_145740_346805,9,2.4594563531509386
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_010__20260531_145756_330985,10,4.014539231135816
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_011__20260531_145813_552674,11,2.9612864793979226
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_012__20260531_145830_437805,12,3.343970866468202
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_013__20260531_145845_979518,13,4.57939787754159
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_014__20260531_145902_520234,14,3.278161944370744
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,3.3327404028096836
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,5.920943158715888
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,3.4957692317325764
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,5.1034276596212385
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,3.220929378348538
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,3.470629548064269
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,3.309455077744352
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,3.1833773667451535
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,3.1833773667451535
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,4.603039814987483
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,3.278161944370744
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,4.105279766088707
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,3.2727695919043067
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,3.5272238952251067
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_004__20260531_145617_076186,4,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,3.1833773667451535
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_006__20260531_145652_967841,6,3.619114232967301
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_007__20260531_145708_218092,7,3.646945668819938
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_008__20260531_145723_506177,8,3.1143986540756323
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_009__20260531_145740_346805,9,2.962552490669135
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_010__20260531_145756_330985,10,3.6430701857335923
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_011__20260531_145813_552674,11,3.6234672166167226
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_012__20260531_145830_437805,12,4.529759063360977
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_013__20260531_145845_979518,13,3.3183568075857597
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_014__20260531_145902_520234,14,4.280202753045534
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,3.706042903012234
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,3.845971085643617
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_005__20260531_145635_358942,5,sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,4.762060259398278
