lambda_cc,gamma,grupo,sim_id_1,replica_1,sim_id_2,replica_2,distancia
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_002__20260531_151240_449831,2,sim__lam_0__gam_0p08__rep_020__20260531_151620_259124,20,2.994039344240294
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_002__20260531_151240_449831,2,sim__lam_0__gam_0p08__rep_021__20260531_151632_293469,21,2.85547089238989
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_002__20260531_151240_449831,2,sim__lam_0__gam_0p08__rep_022__20260531_151645_041367,22,2.253166801087932
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_002__20260531_151240_449831,2,sim__lam_0__gam_0p08__rep_023__20260531_151656_729203,23,2.0411622219619225
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_002__20260531_151240_449831,2,sim__lam_0__gam_0p08__rep_024__20260531_151708_879373,24,2.5554531757971137
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_002__20260531_151240_449831,2,sim__lam_0__gam_0p08__rep_025__20260531_151721_618459,25,2.212088603257325
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_002__20260531_151240_449831,2,sim__lam_0__gam_0p08__rep_026__20260531_151733_988523,26,2.6617376389340763
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_002__20260531_151240_449831,2,sim__lam_0__gam_0p08__rep_027__20260531_151747_372039,27,2.08637881820542
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_002__20260531_151240_449831,2,sim__lam_0__gam_0p08__rep_028__20260531_151800_250315,28,2.6941358014379326
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_002__20260531_151240_449831,2,sim__lam_0__gam_0p08__rep_029__20260531_151811_962071,29,2.6500085296023856
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,4.97888762835545
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,4.368720036604402
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,3.5761404225024833
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,7.95933924731794
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,2.235094797107769
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_009__20260531_151407_323285,9,4.893534926358764
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_010__20260531_151418_925213,10,6.69130283721884
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_011__20260531_151431_673545,11,7.434086530587703
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_012__20260531_151444_761881,12,4.458636922324187
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_013__20260531_151456_168776,13,5.030283643062955
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_014__20260531_151507_836828,14,5.586903124709974
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_015__20260531_151520_191782,15,3.4066309491741547
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_016__20260531_151533_343928,16,7.399458561880162
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_017__20260531_151544_776165,17,4.946337699608226
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_018__20260531_151556_334086,18,5.201980562778317
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_019__20260531_151608_526710,19,2.8117240406550894
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_020__20260531_151620_259124,20,2.9304775254128588
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_021__20260531_151632_293469,21,5.7798542388190075
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_022__20260531_151645_041367,22,4.247094491618852
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_023__20260531_151656_729203,23,4.056167372451237
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_024__20260531_151708_879373,24,2.7379003699175226
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_025__20260531_151721_618459,25,3.0249556041135466
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_026__20260531_151733_988523,26,4.828723025198899
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_027__20260531_151747_372039,27,2.235094797107769
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_028__20260531_151800_250315,28,5.258644220303817
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,sim__lam_0__gam_0p08__rep_029__20260531_151811_962071,29,2.8792700798086117
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,2.183675785187203
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,2.960988573135062
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,5.0891105455091425
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,3.4588522726169475
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_009__20260531_151407_323285,9,3.3277286950510514
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_010__20260531_151418_925213,10,3.4391972523531895
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_011__20260531_151431_673545,11,3.3672416791673703
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_012__20260531_151444_761881,12,2.442526270923842
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_013__20260531_151456_168776,13,2.1522318147441744
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_014__20260531_151507_836828,14,2.954666819639211
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_015__20260531_151520_191782,15,4.246615699226841
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_016__20260531_151533_343928,16,3.5542187238204788
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_017__20260531_151544_776165,17,2.1120004837887243
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_018__20260531_151556_334086,18,2.5059615492431697
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_019__20260531_151608_526710,19,4.098326328469273
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_020__20260531_151620_259124,20,4.528027102170031
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_021__20260531_151632_293469,21,2.5678041058210312
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_022__20260531_151645_041367,22,3.2296805723237156
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_023__20260531_151656_729203,23,3.41428938316356
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_024__20260531_151708_879373,24,4.474751910119662
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_025__20260531_151721_618459,25,2.7779762814470352
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_026__20260531_151733_988523,26,3.1720102568841977
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_027__20260531_151747_372039,27,3.4588522726169475
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_028__20260531_151800_250315,28,3.4685008817741467
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,sim__lam_0__gam_0p08__rep_029__20260531_151811_962071,29,3.1965236563581056
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,2.1723999483633545
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,5.212531937689009
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,2.8643908875966413
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_009__20260531_151407_323285,9,2.7335031931498346
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_010__20260531_151418_925213,10,4.343107637304226
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_011__20260531_151431_673545,11,4.074994147869332
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_012__20260531_151444_761881,12,2.2990544120935454
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_013__20260531_151456_168776,13,2.394490137831418
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_014__20260531_151507_836828,14,2.5524637177003453
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_015__20260531_151520_191782,15,3.545659811026526
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_016__20260531_151533_343928,16,4.590220459118697
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_017__20260531_151544_776165,17,2.112607680081941
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_018__20260531_151556_334086,18,3.045786753020823
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_019__20260531_151608_526710,19,3.9247143318674196
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_020__20260531_151620_259124,20,3.5645904857249433
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_021__20260531_151632_293469,21,3.0650518744052144
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_022__20260531_151645_041367,22,2.8548724529555374
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_023__20260531_151656_729203,23,2.779698767962751
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_024__20260531_151708_879373,24,3.6438456127005727
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_025__20260531_151721_618459,25,2.8575530295154112
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_026__20260531_151733_988523,26,2.7014568865971476
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_027__20260531_151747_372039,27,2.8643908875966413
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_028__20260531_151800_250315,28,2.7847922541287375
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,sim__lam_0__gam_0p08__rep_029__20260531_151811_962071,29,2.284883681405284
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,6.01439019328692
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,2.0610987931468627
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_009__20260531_151407_323285,9,3.0876243607856213
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_010__20260531_151418_925213,10,4.6916836671812545
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_011__20260531_151431_673545,11,4.8926248464734075
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_012__20260531_151444_761881,12,2.6746368058554526
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_013__20260531_151456_168776,13,3.066863138083301
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_014__20260531_151507_836828,14,3.24570345200514
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_015__20260531_151520_191782,15,3.945229773580459
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_016__20260531_151533_343928,16,5.552762292554019
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_017__20260531_151544_776165,17,2.914420319365596
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_018__20260531_151556_334086,18,3.3137452525581774
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_019__20260531_151608_526710,19,3.2777400299173656
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_020__20260531_151620_259124,20,3.0749972964692582
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_021__20260531_151632_293469,21,3.1850876120789056
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_022__20260531_151645_041367,22,3.4918892901906875
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_023__20260531_151656_729203,23,3.075895461165459
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_024__20260531_151708_879373,24,3.0773774105863585
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_025__20260531_151721_618459,25,2.513051738266904
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_026__20260531_151733_988523,26,3.0916007259882843
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_027__20260531_151747_372039,27,2.0610987931468627
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_028__20260531_151800_250315,28,3.1545577460397327
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,sim__lam_0__gam_0p08__rep_029__20260531_151811_962071,29,2.3799318273088006
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,6.25763454330017
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_009__20260531_151407_323285,9,4.845163077741703
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_010__20260531_151418_925213,10,4.041402720393599
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_011__20260531_151431_673545,11,4.072710313073399
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_012__20260531_151444_761881,12,5.025001892579125
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_013__20260531_151456_168776,13,4.094487407846664
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_014__20260531_151507_836828,14,3.1142415788835383
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_015__20260531_151520_191782,15,5.863633028818821
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_016__20260531_151533_343928,16,4.290267462896199
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_017__20260531_151544_776165,17,3.922311126806915
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_018__20260531_151556_334086,18,3.8059891485492
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_019__20260531_151608_526710,19,6.464423734695984
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_020__20260531_151620_259124,20,6.439675789602147
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_021__20260531_151632_293469,21,4.416326674654992
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_022__20260531_151645_041367,22,4.239776973553417
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_023__20260531_151656_729203,23,4.455738400548926
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_024__20260531_151708_879373,24,6.879345827701496
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_025__20260531_151721_618459,25,5.70470899294184
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_026__20260531_151733_988523,26,4.045157744875794
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_027__20260531_151747_372039,27,6.25763454330017
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_028__20260531_151800_250315,28,4.122968540954863
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,sim__lam_0__gam_0p08__rep_029__20260531_151811_962071,29,6.239898953678851
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_009__20260531_151407_323285,9,3.418290665732338
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_010__20260531_151418_925213,10,4.956752321381609
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_011__20260531_151431_673545,11,5.8197349435142804
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_012__20260531_151444_761881,12,3.030935570813662
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_013__20260531_151456_168776,13,3.2029138504532177
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_014__20260531_151507_836828,14,3.681732485349562
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_015__20260531_151520_191782,15,2.640561823834137
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_016__20260531_151533_343928,16,5.622735133891767
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_017__20260531_151544_776165,17,3.069056520275183
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_018__20260531_151556_334086,18,3.271614535150825
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_019__20260531_151608_526710,19,1.6176205304034152
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_020__20260531_151620_259124,20,1.9574897151942428
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_021__20260531_151632_293469,21,3.78558386368538
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_022__20260531_151645_041367,22,2.9121188348617304
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_023__20260531_151656_729203,23,2.528617906617194
0.0,0.08,"lambda=0, gamma=0.08",sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,sim__lam_0__gam_0p08__rep_024__20260531_151708_879373,24,2.0450679178540896
